Hour Slot,count,time,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,apparent_temperature,windgusts_10m,weathercode
02/13/2024 19,968,2024-02-13T19:00,-1.2,79.0,0.0,5.1,-4.6,10.4,1
02/13/2024 20,683,2024-02-13T20:00,-0.7,77.0,0.0,3.9,-4.0,5.8,0
02/13/2024 21,512,2024-02-13T21:00,-1.0,81.0,0.0,3.1,-4.2,4.7,1
02/13/2024 22,427,2024-02-13T22:00,-2.0,88.0,0.0,4.6,-5.4,5.4,3
02/13/2024 23,286,2024-02-13T23:00,-3.0,92.0,0.0,7.7,-6.8,9.0,3
02/14/2024 00,140,2024-02-14T00:00,-2.7,88.0,0.0,7.2,-6.5,9.4,1
02/14/2024 01,54,2024-02-14T01:00,-2.6,84.0,0.0,7.1,-6.4,9.0,1
02/14/2024 02,31,2024-02-14T02:00,-2.9,83.0,0.0,8.4,-6.9,9.7,0
02/14/2024 03,45,2024-02-14T03:00,-3.2,82.0,0.0,8.2,-7.3,10.4,0
02/14/2024 04,76,2024-02-14T04:00,-3.2,84.0,0.0,6.6,-7.0,10.1,0
02/14/2024 05,148,2024-02-14T05:00,-4.3,90.0,0.0,7.3,-8.3,9.0,0
02/14/2024 06,348,2024-02-14T06:00,-4.8,91.0,0.0,9.1,-9.0,11.2,0
02/14/2024 07,712,2024-02-14T07:00,-4.6,90.0,0.0,10.2,-9.0,12.6,0
02/14/2024 08,1138,2024-02-14T08:00,-2.3,82.0,0.0,8.0,-6.3,13.3,0
02/14/2024 09,1189,2024-02-14T09:00,0.0,71.0,0.0,8.6,-4.0,16.2,0
02/14/2024 10,1030,2024-02-14T10:00,2.1,62.0,0.0,10.9,-2.3,20.2,0
02/14/2024 11,1095,2024-02-14T11:00,3.3,58.0,0.0,12.6,-1.2,22.7,0
02/14/2024 12,1215,2024-02-14T12:00,4.4,56.0,0.0,13.0,0.1,24.5,1
02/14/2024 13,1167,2024-02-14T13:00,5.1,55.0,0.0,12.2,0.9,24.1,3
02/14/2024 14,1145,2024-02-14T14:00,5.5,54.0,0.0,12.2,1.1,23.0,3
02/14/2024 15,1235,2024-02-14T15:00,5.5,55.0,0.0,12.5,1.1,22.7,3
02/14/2024 16,1354,2024-02-14T16:00,4.9,63.0,0.0,11.2,0.9,21.6,3
02/14/2024 17,1339,2024-02-14T17:00,3.0,73.0,0.0,12.8,-1.2,18.0,3
02/14/2024 18,1249,2024-02-14T18:00,1.8,76.0,0.0,13.8,-2.6,19.1,3
02/14/2024 19,1089,2024-02-14T19:00,2.6,72.0,0.0,15.1,-2.1,22.0,3
02/14/2024 20,794,2024-02-14T20:00,2.2,69.0,0.0,16.8,-2.8,23.0,3
02/14/2024 21,534,2024-02-14T21:00,2.0,66.0,0.0,19.2,-3.5,26.3,3
02/14/2024 22,426,2024-02-14T22:00,1.8,66.0,0.0,21.6,-4.1,30.2,3
02/14/2024 23,279,2024-02-14T23:00,1.6,65.0,0.0,20.3,-4.1,31.3,3
02/15/2024 00,122,2024-02-15T00:00,1.4,66.0,0.0,16.3,-3.7,28.4,3
02/15/2024 01,85,2024-02-15T01:00,1.5,65.0,0.0,21.6,-4.3,30.2,3
02/15/2024 02,36,2024-02-15T02:00,1.5,71.0,0.1,20.7,-4.1,30.6,51
02/15/2024 03,37,2024-02-15T03:00,2.3,71.0,3.4,23.1,-3.5,35.3,75
02/15/2024 04,76,2024-02-15T04:00,1.4,83.0,1.3,6.4,-1.9,33.1,73
02/15/2024 05,162,2024-02-15T05:00,2.2,84.0,1.2,16.0,-2.3,21.2,73
02/15/2024 06,378,2024-02-15T06:00,3.7,87.0,0.4,22.4,-1.5,30.6,51
02/15/2024 07,735,2024-02-15T07:00,5.0,88.0,0.1,29.0,-0.8,41.4,51
02/15/2024 08,1166,2024-02-15T08:00,4.0,85.0,0.0,29.1,-2.2,45.0,0
02/15/2024 09,1104,2024-02-15T09:00,3.8,80.0,0.0,29.9,-2.6,44.3,2
02/15/2024 10,1001,2024-02-15T10:00,4.0,78.0,0.0,32.9,-2.9,50.8,3
02/15/2024 11,1062,2024-02-15T11:00,4.8,69.0,0.0,31.5,-2.0,49.3,2
02/15/2024 12,1092,2024-02-15T12:00,5.0,64.0,0.0,28.3,-1.4,47.9,0
02/15/2024 13,1109,2024-02-15T13:00,5.3,53.0,0.0,27.0,-1.0,43.9,0
02/15/2024 14,1104,2024-02-15T14:00,5.4,43.0,0.0,27.9,-1.6,43.2,0
02/15/2024 15,1093,2024-02-15T15:00,5.0,38.0,0.0,27.1,-2.1,43.2,0
02/15/2024 16,1188,2024-02-15T16:00,4.3,37.0,0.0,24.2,-2.5,40.7,0
02/15/2024 17,1312,2024-02-15T17:00,2.8,42.0,0.0,19.3,-3.2,34.6,0
02/15/2024 18,1303,2024-02-15T18:00,0.9,46.0,0.0,17.3,-4.8,26.6,0
02/15/2024 19,1145,2024-02-15T19:00,-0.4,57.0,0.0,13.5,-5.4,18.0,0
02/15/2024 20,855,2024-02-15T20:00,-1.2,59.0,0.0,14.5,-6.4,19.4,3
02/15/2024 21,670,2024-02-15T21:00,-1.4,58.0,0.0,15.3,-6.8,20.9,3
02/15/2024 22,567,2024-02-15T22:00,-1.8,58.0,0.0,16.4,-7.4,23.0,3
02/15/2024 23,389,2024-02-15T23:00,-1.8,57.0,0.0,17.0,-7.5,23.8,3
02/16/2024 00,198,2024-02-16T00:00,-1.9,58.0,0.0,18.2,-7.8,25.2,3
02/16/2024 01,92,2024-02-16T01:00,-2.4,62.0,0.0,18.9,-8.3,26.3,3
02/16/2024 02,61,2024-02-16T02:00,-2.8,62.0,0.0,17.8,-8.6,27.4,3
02/16/2024 03,51,2024-02-16T03:00,-2.9,62.0,0.0,16.6,-8.5,25.2,3
02/16/2024 04,76,2024-02-16T04:00,-2.9,61.0,0.0,15.6,-8.4,23.4,3
02/16/2024 05,137,2024-02-16T05:00,-3.1,61.0,0.0,13.7,-8.3,22.0,3
02/16/2024 06,281,2024-02-16T06:00,-3.4,64.0,0.0,12.8,-8.4,19.4,3
02/16/2024 07,505,2024-02-16T07:00,-3.0,66.0,0.0,13.6,-8.2,19.8,3
02/16/2024 08,792,2024-02-16T08:00,-3.0,63.0,0.1,13.0,-8.1,20.2,71
02/16/2024 09,945,2024-02-16T09:00,-3.1,63.0,0.1,12.2,-8.1,20.2,71
02/16/2024 10,927,2024-02-16T10:00,-2.8,60.0,0.1,11.0,-7.6,19.8,71
02/16/2024 11,937,2024-02-16T11:00,-2.5,60.0,0.1,9.7,-7.1,19.4,71
02/16/2024 12,1010,2024-02-16T12:00,-2.2,61.0,0.1,10.2,-6.9,19.4,71
02/16/2024 13,1051,2024-02-16T13:00,-1.9,62.0,0.1,11.1,-6.7,20.5,71
02/16/2024 14,1095,2024-02-16T14:00,-1.8,61.0,0.1,10.9,-6.6,20.5,71
02/16/2024 15,1099,2024-02-16T15:00,-1.5,58.0,0.1,11.3,-6.3,19.4,71
02/16/2024 16,1105,2024-02-16T16:00,-1.2,52.0,0.0,12.3,-6.3,19.4,3
02/16/2024 17,1114,2024-02-16T17:00,-1.5,54.0,0.0,13.0,-6.6,22.7,3
02/16/2024 18,1109,2024-02-16T18:00,-2.6,63.0,0.0,11.6,-7.5,18.4,3
02/16/2024 19,959,2024-02-16T19:00,-2.2,61.0,0.0,15.1,-7.6,20.9,3
02/16/2024 20,766,2024-02-16T20:00,-2.4,62.0,0.0,15.3,-7.8,20.9,3
02/16/2024 21,551,2024-02-16T21:00,-2.5,60.0,0.0,18.2,-8.3,24.8,3
02/16/2024 22,484,2024-02-16T22:00,-2.7,55.0,0.0,21.4,-9.1,29.5,3
02/16/2024 23,421,2024-02-16T23:00,-5.0,49.0,0.0,33.0,-13.4,48.2,3
02/17/2024 00,274,2024-02-17T00:00,-7.7,47.0,0.0,31.4,-16.0,48.2,0
02/17/2024 01,192,2024-02-17T01:00,-9.2,51.0,0.0,28.9,-17.2,45.7,0
02/17/2024 02,153,2024-02-17T02:00,-9.9,49.0,0.0,26.7,-17.5,41.8,0
02/17/2024 03,110,2024-02-17T03:00,-10.2,47.0,0.0,24.2,-17.5,38.5,0
02/17/2024 04,87,2024-02-17T04:00,-10.4,45.0,0.0,22.2,-17.5,34.9,0
02/17/2024 05,114,2024-02-17T05:00,-10.6,44.0,0.0,21.5,-17.6,32.0,0
02/17/2024 06,133,2024-02-17T06:00,-10.7,44.0,0.0,21.4,-17.7,30.6,0
02/17/2024 07,214,2024-02-17T07:00,-10.8,48.0,0.0,20.0,-17.6,29.5,0
02/17/2024 08,296,2024-02-17T08:00,-9.9,41.0,0.0,21.1,-16.9,32.0,0
02/17/2024 09,505,2024-02-17T09:00,-8.8,36.0,0.0,20.8,-15.7,33.5,0
02/17/2024 10,608,2024-02-17T10:00,-7.3,32.0,0.0,21.0,-14.3,35.3,0
02/17/2024 11,703,2024-02-17T11:00,-5.8,35.0,0.0,22.0,-12.7,36.7,0
02/17/2024 12,830,2024-02-17T12:00,-4.4,37.0,0.0,22.5,-11.1,37.1,0
02/17/2024 13,858,2024-02-17T13:00,-3.4,37.0,0.0,24.8,-10.3,40.0,0
02/17/2024 14,841,2024-02-17T14:00,-2.6,36.0,0.0,28.0,-10.2,43.2,0
02/17/2024 15,732,2024-02-17T15:00,-2.3,35.0,0.0,30.9,-10.4,46.8,0
02/17/2024 16,775,2024-02-17T16:00,-2.4,36.0,0.0,32.4,-10.7,47.9,0
02/17/2024 17,820,2024-02-17T17:00,-3.0,38.0,0.0,30.8,-11.1,47.5,1
02/17/2024 18,863,2024-02-17T18:00,-3.8,39.0,0.0,30.8,-12.0,43.9,1
02/17/2024 19,833,2024-02-17T19:00,-5.8,47.0,0.0,33.7,-14.3,49.0,0
02/17/2024 20,622,2024-02-17T20:00,-5.9,48.0,0.0,35.1,-14.6,51.1,0
02/17/2024 21,545,2024-02-17T21:00,-5.8,48.0,0.0,35.7,-14.6,52.2,0
02/17/2024 22,458,2024-02-17T22:00,-5.7,48.0,0.0,35.6,-14.5,52.2,0
02/17/2024 23,348,2024-02-17T23:00,-5.3,48.0,0.0,34.9,-14.0,52.2,0
02/18/2024 00,337,2024-02-18T00:00,-5.0,48.0,0.0,32.2,-13.2,50.8,0
02/18/2024 01,196,2024-02-18T01:00,-4.7,47.0,0.0,29.9,-12.6,47.2,0
02/18/2024 02,169,2024-02-18T02:00,-4.4,46.0,0.0,29.6,-12.3,43.9,0
02/18/2024 03,136,2024-02-18T03:00,-4.2,46.0,0.0,29.0,-12.0,42.8,0
02/18/2024 04,107,2024-02-18T04:00,-4.0,45.0,0.0,28.0,-11.7,41.8,0
02/18/2024 05,97,2024-02-18T05:00,-3.8,45.0,0.0,27.1,-11.3,40.3,0
02/18/2024 06,161,2024-02-18T06:00,-3.5,45.0,0.0,26.7,-10.9,39.2,0
02/18/2024 07,189,2024-02-18T07:00,-4.3,58.0,0.0,23.7,-11.1,34.9,0
02/18/2024 08,279,2024-02-18T08:00,-2.7,54.0,0.0,21.5,-9.2,34.2,0
02/18/2024 09,419,2024-02-18T09:00,-0.7,48.0,0.0,25.1,-7.7,38.2,0
02/18/2024 10,558,2024-02-18T10:00,1.2,48.0,0.0,26.6,-5.8,41.0,0
02/18/2024 11,622,2024-02-18T11:00,3.0,47.0,0.0,27.0,-4.0,42.5,0
02/18/2024 12,698,2024-02-18T12:00,4.4,44.0,0.0,25.7,-2.0,41.8,0
02/18/2024 13,699,2024-02-18T13:00,5.4,40.0,0.0,23.2,-0.6,40.0,0
02/18/2024 14,702,2024-02-18T14:00,6.0,38.0,0.0,22.6,-0.2,37.1,0
02/18/2024 15,686,2024-02-18T15:00,6.2,36.0,0.0,21.1,0.0,35.3,0
02/18/2024 16,741,2024-02-18T16:00,5.7,40.0,0.0,17.9,0.1,32.4,0
02/18/2024 17,695,2024-02-18T17:00,3.5,48.0,0.0,14.5,-1.6,25.6,0
02/18/2024 18,719,2024-02-18T18:00,0.3,56.0,0.0,13.3,-4.7,19.1,0
02/18/2024 19,639,2024-02-18T19:00,-1.3,62.0,0.0,13.0,-6.3,16.2,0
02/18/2024 20,492,2024-02-18T20:00,-2.2,63.0,0.0,12.6,-7.1,16.9,0
02/18/2024 21,374,2024-02-18T21:00,-3.1,66.0,0.0,11.5,-7.9,16.2,0
02/18/2024 22,304,2024-02-18T22:00,-3.8,67.0,0.0,10.5,-8.5,14.8,0
02/18/2024 23,270,2024-02-18T23:00,-4.4,68.0,0.0,10.0,-9.1,13.3,0
02/19/2024 00,191,2024-02-19T00:00,-5.3,71.0,0.0,8.2,-9.7,12.6,0
02/19/2024 01,120,2024-02-19T01:00,-6.0,72.0,0.0,8.1,-10.4,10.1,0
02/19/2024 02,51,2024-02-19T02:00,-6.5,79.0,0.0,8.8,-11.0,11.2,0
02/19/2024 03,53,2024-02-19T03:00,-6.8,81.0,0.0,8.7,-11.3,11.2,0
02/19/2024 04,63,2024-02-19T04:00,-7.1,83.0,0.0,8.0,-11.5,10.8,0
02/19/2024 05,112,2024-02-19T05:00,-7.2,84.0,0.0,7.1,-11.5,9.7,3
02/19/2024 06,239,2024-02-19T06:00,-6.4,83.0,0.0,5.2,-10.4,8.6,3
02/19/2024 07,412,2024-02-19T07:00,-6.8,87.0,0.0,6.5,-10.9,7.6,3
02/19/2024 08,607,2024-02-19T08:00,-3.9,76.0,0.0,6.8,-7.9,11.2,3
02/19/2024 09,745,2024-02-19T09:00,-1.4,65.0,0.0,6.5,-5.4,14.0,3
02/19/2024 10,800,2024-02-19T10:00,1.3,61.0,0.0,7.9,-2.7,16.6,3
02/19/2024 11,853,2024-02-19T11:00,4.1,54.0,0.0,7.9,0.2,17.3,3
02/19/2024 12,816,2024-02-19T12:00,6.2,45.0,0.0,7.8,2.6,17.6,3
02/19/2024 13,951,2024-02-19T13:00,7.3,37.0,0.0,6.3,3.8,17.3,3
02/19/2024 14,1027,2024-02-19T14:00,7.7,37.0,0.0,6.5,3.8,15.5,3
02/19/2024 15,912,2024-02-19T15:00,7.5,44.0,0.0,8.1,3.6,15.8,3
02/19/2024 16,870,2024-02-19T16:00,6.8,54.0,0.0,8.2,3.2,15.8,3
02/19/2024 17,874,2024-02-19T17:00,4.7,68.0,0.0,8.7,1.1,13.3,3
02/19/2024 18,902,2024-02-19T18:00,2.1,64.0,0.0,12.0,-2.4,14.0,0
02/19/2024 19,802,2024-02-19T19:00,1.9,72.0,0.0,15.5,-2.8,20.9,0
02/19/2024 20,668,2024-02-19T20:00,0.8,74.0,0.0,14.8,-3.9,21.6,0
02/19/2024 21,420,2024-02-19T21:00,-0.1,75.0,0.0,14.3,-4.9,20.2,0
02/19/2024 22,355,2024-02-19T22:00,-0.8,77.0,0.0,13.2,-5.5,18.7,0
02/19/2024 23,304,2024-02-19T23:00,-1.4,78.0,0.0,13.0,-6.1,17.6,0
02/20/2024 00,198,2024-02-20T00:00,-2.0,79.0,0.0,12.6,-6.7,16.9,0
02/20/2024 01,63,2024-02-20T01:00,-2.4,80.0,0.0,12.6,-7.1,16.6,0
02/20/2024 02,41,2024-02-20T02:00,-2.9,81.0,0.0,11.5,-7.4,16.6,0
02/20/2024 03,57,2024-02-20T03:00,-3.2,81.0,0.0,11.3,-7.7,15.1,0
02/20/2024 04,62,2024-02-20T04:00,-3.2,82.0,0.0,12.5,-7.9,15.8,0
02/20/2024 05,160,2024-02-20T05:00,-3.4,83.0,0.0,12.0,-8.1,16.6,0
02/20/2024 06,306,2024-02-20T06:00,-3.9,82.0,0.0,11.2,-8.5,15.5,0
02/20/2024 07,749,2024-02-20T07:00,-3.1,83.0,0.0,11.3,-7.6,14.8,0
02/20/2024 08,1134,2024-02-20T08:00,-0.5,71.0,0.0,10.7,-4.9,16.9,0
02/20/2024 09,1210,2024-02-20T09:00,2.2,67.0,0.0,12.8,-2.3,20.5,0
02/20/2024 10,989,2024-02-20T10:00,5.2,63.0,0.0,15.2,0.6,25.2,0
02/20/2024 11,1081,2024-02-20T11:00,7.7,59.0,0.0,16.6,3.2,27.7,1
02/20/2024 12,1025,2024-02-20T12:00,9.6,54.0,0.0,17.7,5.3,29.5,3
02/20/2024 13,1026,2024-02-20T13:00,11.0,49.0,0.0,20.2,6.2,32.0,3
02/20/2024 14,1095,2024-02-20T14:00,11.9,43.0,0.0,21.8,6.5,33.8,1
02/20/2024 15,1108,2024-02-20T15:00,12.1,40.0,0.0,23.9,6.3,35.3,0
02/20/2024 16,1195,2024-02-20T16:00,11.4,43.0,0.0,22.0,6.0,35.3,0
02/20/2024 17,1184,2024-02-20T17:00,9.3,50.0,0.0,20.5,4.1,31.0,0
02/20/2024 18,1051,2024-02-20T18:00,6.9,56.0,0.0,20.6,1.5,28.1,0
02/20/2024 19,859,2024-02-20T19:00,6.4,62.0,0.0,21.3,1.1,29.2,1
02/20/2024 20,702,2024-02-20T20:00,5.9,63.0,0.0,22.5,0.4,31.3,0
02/20/2024 21,499,2024-02-20T21:00,5.5,63.0,0.0,23.2,-0.2,32.4,0
02/20/2024 22,386,2024-02-20T22:00,5.0,63.0,0.0,22.7,-0.6,32.4,0
02/20/2024 23,272,2024-02-20T23:00,4.3,65.0,0.0,20.6,-1.1,31.3,3
02/21/2024 00,165,2024-02-21T00:00,3.7,67.0,0.0,18.5,-1.5,28.4,3
02/21/2024 01,64,2024-02-21T01:00,3.7,65.0,0.0,18.6,-1.5,25.6,3
02/21/2024 02,36,2024-02-21T02:00,4.0,65.0,0.1,19.1,-1.2,26.3,51
02/21/2024 03,39,2024-02-21T03:00,4.0,66.0,0.0,16.1,-0.7,26.6,2
02/21/2024 04,73,2024-02-21T04:00,3.4,68.0,0.0,16.7,-1.5,22.7,1
02/21/2024 05,183,2024-02-21T05:00,2.8,70.0,0.0,18.1,-2.3,24.8,2
02/21/2024 06,343,2024-02-21T06:00,3.3,70.0,0.0,17.8,-1.7,25.2,3
02/21/2024 07,779,2024-02-21T07:00,4.6,67.0,0.0,20.9,-0.8,29.2,3
02/21/2024 08,1157,2024-02-21T08:00,5.9,67.0,0.0,22.3,0.5,31.3,3
02/21/2024 09,1127,2024-02-21T09:00,7.9,68.0,0.0,22.6,2.9,32.0,3
02/21/2024 10,1101,2024-02-21T10:00,10.0,64.0,0.0,25.2,4.7,37.8,2
02/21/2024 11,1165,2024-02-21T11:00,12.1,60.0,0.0,25.8,7.0,39.6,1
02/21/2024 12,1197,2024-02-21T12:00,13.7,57.0,0.0,26.8,8.8,41.4,3
02/21/2024 13,1202,2024-02-21T13:00,14.6,55.0,0.0,26.3,9.6,41.0,3
02/21/2024 14,1216,2024-02-21T14:00,14.9,54.0,0.0,25.0,10.1,40.0,3
02/21/2024 15,1256,2024-02-21T15:00,14.9,55.0,0.0,22.2,10.6,36.7,3
02/21/2024 16,1463,2024-02-21T16:00,14.0,59.0,0.0,17.9,10.4,32.4,3
02/21/2024 17,1423,2024-02-21T17:00,12.4,64.0,0.0,15.5,9.1,25.2,3
02/21/2024 18,1308,2024-02-21T18:00,10.0,72.0,0.0,12.8,7.0,20.9,3
02/21/2024 19,1116,2024-02-21T19:00,9.0,78.0,0.0,9.8,6.4,13.3,3
02/21/2024 20,852,2024-02-21T20:00,8.9,79.0,0.0,9.4,6.4,11.9,3
02/21/2024 21,680,2024-02-21T21:00,8.5,83.0,0.0,5.6,6.6,11.5,3
02/21/2024 22,452,2024-02-21T22:00,8.3,81.0,0.0,11.0,5.5,13.0,3
02/21/2024 23,299,2024-02-21T23:00,7.5,83.0,0.0,11.0,4.6,15.5,3
02/22/2024 00,187,2024-02-22T00:00,5.6,88.0,0.0,12.3,2.3,15.8,3
02/22/2024 01,72,2024-02-22T01:00,5.4,90.0,0.0,8.4,2.7,16.6,3
02/22/2024 02,40,2024-02-22T02:00,5.1,88.0,0.0,13.3,1.5,19.1,3
02/22/2024 03,44,2024-02-22T03:00,4.4,89.0,0.0,9.2,1.4,18.4,3
02/22/2024 04,80,2024-02-22T04:00,3.9,90.0,0.0,10.5,0.6,14.0,3
02/22/2024 05,160,2024-02-22T05:00,3.7,91.0,0.1,9.3,0.6,14.8,51
02/22/2024 06,400,2024-02-22T06:00,3.8,90.0,0.1,10.5,0.5,13.7,51
02/22/2024 07,853,2024-02-22T07:00,4.7,87.0,0.0,11.6,1.4,16.6,3
02/22/2024 08,1253,2024-02-22T08:00,4.9,84.0,0.0,13.7,1.1,20.9,3
02/22/2024 09,1332,2024-02-22T09:00,6.2,82.0,0.0,14.3,2.6,22.7,3
02/22/2024 10,1163,2024-02-22T10:00,6.9,82.0,0.0,14.2,3.4,23.8,3
02/22/2024 11,1145,2024-02-22T11:00,7.3,79.0,0.0,13.6,3.9,24.1,3
02/22/2024 12,1230,2024-02-22T12:00,7.4,75.0,0.0,15.7,3.5,26.3,3
02/22/2024 13,1211,2024-02-22T13:00,7.3,73.0,0.0,14.0,3.6,27.0,3
02/22/2024 14,1247,2024-02-22T14:00,7.8,69.0,0.0,11.7,4.4,24.8,2
02/22/2024 15,1252,2024-02-22T15:00,8.2,69.0,0.0,9.6,5.1,22.0,3
02/22/2024 16,1426,2024-02-22T16:00,7.6,75.0,0.0,6.7,5.0,18.7,3
02/22/2024 17,1545,2024-02-22T17:00,6.3,81.0,0.0,3.8,4.2,13.3,3
02/22/2024 18,1622,2024-02-22T18:00,5.5,77.0,0.0,1.8,3.3,6.5,3
02/22/2024 19,1335,2024-02-22T19:00,4.9,80.0,0.0,8.5,1.8,10.8,3
02/22/2024 20,1066,2024-02-22T20:00,4.7,78.0,0.0,12.0,1.0,15.1,3
02/22/2024 21,729,2024-02-22T21:00,5.1,79.0,0.0,13.2,1.3,16.9,0
02/22/2024 22,573,2024-02-22T22:00,5.5,74.0,0.0,15.1,1.4,19.4,0
02/22/2024 23,325,2024-02-22T23:00,5.6,72.0,0.0,17.3,1.0,22.7,0
02/23/2024 00,242,2024-02-23T00:00,5.8,70.0,0.0,21.7,0.6,29.5,0
02/23/2024 01,128,2024-02-23T01:00,5.4,71.0,0.0,21.4,0.2,30.6,0
02/23/2024 02,55,2024-02-23T02:00,4.5,72.0,0.0,20.6,-0.7,29.5,0
02/23/2024 03,59,2024-02-23T03:00,3.5,73.0,0.0,19.4,-1.6,28.4,0
02/23/2024 04,89,2024-02-23T04:00,2.6,75.0,0.0,18.9,-2.6,27.0,0
02/23/2024 05,180,2024-02-23T05:00,1.7,76.0,0.0,18.0,-3.4,25.9,0
02/23/2024 06,320,2024-02-23T06:00,0.9,77.0,0.0,17.4,-4.2,24.8,1
02/23/2024 07,673,2024-02-23T07:00,1.1,78.0,0.0,16.7,-3.8,23.4,1
02/23/2024 08,1006,2024-02-23T08:00,2.5,74.0,0.0,13.5,-1.9,23.0,2
02/23/2024 09,1040,2024-02-23T09:00,4.1,67.0,0.0,14.1,-0.3,23.4,1
02/23/2024 10,981,2024-02-23T10:00,5.9,61.0,0.0,13.2,1.6,24.1,1
02/23/2024 11,1039,2024-02-23T11:00,7.1,57.0,0.0,11.3,3.2,23.8,0
02/23/2024 12,1081,2024-02-23T12:00,7.7,56.0,0.0,11.2,4.2,22.0,1
02/23/2024 13,1209,2024-02-23T13:00,6.2,68.0,0.0,21.3,1.4,33.5,2
02/23/2024 14,1311,2024-02-23T14:00,3.9,75.0,0.0,21.2,-1.4,39.2,3
02/23/2024 15,1290,2024-02-23T15:00,3.4,79.0,0.0,27.5,-2.8,41.8,3
02/23/2024 16,1354,2024-02-23T16:00,1.3,82.0,0.0,25.6,-4.8,43.9,3
02/23/2024 17,1591,2024-02-23T17:00,0.9,81.0,0.1,27.7,-5.6,40.7,51
02/23/2024 18,1635,2024-02-23T18:00,0.1,82.0,0.1,31.0,-6.9,44.6,71
02/23/2024 19,1463,2024-02-23T19:00,-0.6,86.0,0.2,33.0,-8.0,47.5,71
02/23/2024 20,924,2024-02-23T20:00,-1.3,87.0,1.1,36.5,-9.3,52.9,73
02/23/2024 21,714,2024-02-23T21:00,-1.8,83.0,1.0,38.6,-10.2,56.2,73
02/23/2024 22,702,2024-02-23T22:00,-2.2,79.0,0.3,38.8,-10.7,56.5,73
02/23/2024 23,494,2024-02-23T23:00,-2.5,76.0,0.1,38.0,-11.0,56.5,71
02/24/2024 00,314,2024-02-24T00:00,-2.9,74.0,0.1,37.1,-11.3,55.1,71
02/24/2024 01,187,2024-02-24T01:00,-3.1,71.0,0.1,35.9,-11.4,54.0,71
02/24/2024 02,130,2024-02-24T02:00,-3.5,67.0,0.0,36.1,-11.9,53.3,3
02/24/2024 03,106,2024-02-24T03:00,-3.9,68.0,0.0,35.3,-12.2,52.9,3
02/24/2024 04,84,2024-02-24T04:00,-4.1,64.0,0.0,32.8,-12.1,50.8,3
02/24/2024 05,95,2024-02-24T05:00,-4.2,60.0,0.0,31.2,-12.1,47.2,3
02/24/2024 06,208,2024-02-24T06:00,-4.5,62.0,0.0,26.5,-11.7,45.4,3
02/24/2024 07,288,2024-02-24T07:00,-5.1,62.0,0.0,24.2,-12.0,38.5,1
02/24/2024 08,458,2024-02-24T08:00,-4.4,57.0,0.0,22.1,-11.0,35.3,1
02/24/2024 09,592,2024-02-24T09:00,-3.8,60.0,0.0,18.5,-9.8,33.5,3
02/24/2024 10,726,2024-02-24T10:00,-3.5,64.0,0.0,14.1,-8.8,30.2,2
02/24/2024 11,833,2024-02-24T11:00,-3.3,65.0,0.0,10.1,-7.9,25.9,3
02/24/2024 12,815,2024-02-24T12:00,-3.0,66.0,0.0,6.4,-6.5,21.6,3
02/24/2024 13,822,2024-02-24T13:00,-2.5,66.0,0.0,3.7,-5.5,18.0,3
02/24/2024 14,884,2024-02-24T14:00,-1.9,63.0,0.0,3.0,-5.2,15.1,2
02/24/2024 15,871,2024-02-24T15:00,-1.3,62.0,0.0,8.6,-5.7,18.0,1
02/24/2024 16,946,2024-02-24T16:00,-1.3,62.0,0.0,14.8,-6.5,24.8,0
02/24/2024 17,951,2024-02-24T17:00,-1.6,66.0,0.0,15.8,-6.9,25.2,1
02/24/2024 18,1049,2024-02-24T18:00,-2.1,74.0,0.0,13.3,-6.9,23.8,2
02/24/2024 19,937,2024-02-24T19:00,-2.2,76.0,0.0,13.8,-7.1,21.2,3
02/24/2024 20,727,2024-02-24T20:00,-2.0,70.0,0.0,16.3,-7.3,22.7,3
02/24/2024 21,635,2024-02-24T21:00,-1.8,68.0,0.0,19.8,-7.7,28.1,3
02/24/2024 22,560,2024-02-24T22:00,-1.7,66.0,0.0,21.9,-7.9,31.0,3
02/24/2024 23,517,2024-02-24T23:00,-1.8,66.0,0.0,22.0,-8.1,31.7,2
02/25/2024 00,385,2024-02-25T00:00,-2.0,65.0,0.0,21.3,-8.2,31.3,0
02/25/2024 01,258,2024-02-25T01:00,-2.0,63.0,0.0,20.8,-8.2,30.2,0
02/25/2024 02,162,2024-02-25T02:00,-2.0,60.0,0.0,21.5,-8.3,31.0,0
02/25/2024 03,115,2024-02-25T03:00,-1.9,59.0,0.0,22.4,-8.3,32.0,0
02/25/2024 04,116,2024-02-25T04:00,-1.7,58.0,0.0,22.5,-8.2,32.4,0
02/25/2024 05,154,2024-02-25T05:00,-1.5,58.0,0.0,23.1,-8.0,33.1,1
02/25/2024 06,202,2024-02-25T06:00,-1.2,58.0,0.0,23.9,-7.8,33.8,3
02/25/2024 07,264,2024-02-25T07:00,-0.3,62.0,0.0,23.5,-6.7,35.6,2
02/25/2024 08,396,2024-02-25T08:00,1.5,61.0,0.0,20.6,-4.4,34.2,3
02/25/2024 09,564,2024-02-25T09:00,3.3,62.0,0.0,21.1,-2.4,31.3,3
02/25/2024 10,626,2024-02-25T10:00,5.6,59.0,0.0,24.4,-0.4,36.4,1
02/25/2024 11,711,2024-02-25T11:00,8.3,55.0,0.0,26.2,2.4,40.7,0
